Count,Word,Max. Freq.,Min. Freq.,This Word,Total,Key Term Score,Definition,Lexicon Entries
,φιλοθεάμων,5,5,5,"80315,09","0,0039","fond of seeing, fond of shows","LSJ, Middle Liddell"
,μεγαλοπρεπής,5,5,5,"80320,09","0,0017","befitting a great man, magnificent","LSJ, Middle Liddell"
,σύγχωρος,20,0,5,"80325,09","0,0108","confinis,",LSJ
,εὐπετής,5,5,5,"80330,09","0,0026",falling well,"LSJ, Middle Liddell"
,ἐθίζω,5,5,5,"80335,09","0,001",accustom,"LSJ, Middle Liddell"
,κλέπτης,5,5,5,"80340,09","0,0019",thief,"LSJ, Middle Liddell, Autenrieth"
1.550,τραγικός,5,5,5,"80345,09","0,0016",of,"LSJ, Middle Liddell"
,πίπτω,5,5,5,"80350,09","0,0005",Exc. ex libris Herodiani,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἐρρωμένος,11,3,5,"80355,09","0,003","in good health,","LSJ, Middle Liddell"
,πρόφασις,8,4,5,"80360,09","0,0014",motive,"LSJ, Middle Liddell, Slater, Autenrieth"
,συγγενεύς,20,0,5,"80365,09","0,0045",[unavailable],LSJ
,ἁλίσκομαι,5,5,5,"80370,09","0,0005","to be taken, conquered, fall into an enemy's hand","LSJ, Middle Liddell, Autenrieth"
,ἀνόμοιος,14,2,5,"80375,09","0,0053","unlike, dissimilar,","LSJ, Middle Liddell, Slater"
,ἀποβαίνω,5,5,5,"80380,09","0,0011",step off from,"LSJ, Middle Liddell, Slater, Autenrieth"
,οὗπερ,5,5,5,"80385,09","0,0017",[unavailable],"LSJ, Middle Liddell"
,κυκλάζω,26,0,5,"80390,09","0,0041","go round about, surround",LSJ
1.560,γυναικών,80,0,5,"80395,09","0,0111",[unavailable],LSJ
,μηκέτι,5,5,5,"80400,09","0,0009","no more, no longer, no further","LSJ, Middle Liddell, Slater, Autenrieth"
,ἄλογος,5,5,5,"80405,09","0,0011",without,"LSJ, Middle Liddell"
,ἀποδοτέος,5,5,5,"80410,09","0,0037","one must give back, refer, assign",Middle Liddell
,ἄπιστος,8,4,5,"80415,09","0,0014","not to be trusted,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἀτελής,5,5,5,"80420,09","0,0013","without end,","LSJ, Middle Liddell, Slater, Autenrieth"
,γυμνάσιον,26,0,5,"80425,09","0,0068","bodily exercises,","LSJ, Middle Liddell, Slater"
,συμβάλλω,5,5,5,"80430,09","0,0009","throw together, dash together","LSJ, Middle Liddell, Slater, Autenrieth"
,ἐξαγγέλλω,5,5,5,"80435,09","0,0019","tell out, proclaim, make known,","LSJ, Middle Liddell, Autenrieth"
,τμῆμα,5,5,5,"80440,09","0,0031","part cut off, section, piece","LSJ, Middle Liddell"
1.570,φθόγγος,5,5,5,"80445,09","0,0019","any clear, distinct sound,","LSJ, Middle Liddell, Autenrieth"
,ἀντίστροφος,5,5,5,"80450,09","0,0029",turned so as to face one another,"LSJ, Middle Liddell"
,διαβολή,5,5,5,"80455,09","0,0012","false accusation, slander,","LSJ, Middle Liddell"
,μοχθηρός,5,5,5,"80460,09","0,0013","suffering hardship, in sore distress, wretched","LSJ, Middle Liddell"
,σφάζω,45,0,5,"80465,09","0,0066","slay, slaughter","LSJ, Middle Liddell, Slater, Autenrieth"
,τραχύς,5,5,5,"80470,09","0,001","jagged,","LSJ, Middle Liddell, Slater"
,θηριώδης,5,5,5,"80475,09","0,0016","full of wild beasts, infested by them","LSJ, Middle Liddell"
,παιδοποιία,5,5,5,"80480,09","0,003",procreation of children,"LSJ, Middle Liddell"
,παράγω,5,5,5,"80485,09","0,0012",lead by,"LSJ, Middle Liddell, Slater"
,εὐήθης,5,5,5,"80490,09","0,0018","good-hearted, simple-minded, guileless","LSJ, Middle Liddell"
1.580,χαρίζω,20,0,5,"80495,09","0,0025",say,LSJ
,προσέρχομαι,5,5,5,"80500,09","0,0008",come,"LSJ, Middle Liddell"
,χρηματίζω,5,5,5,"80505,09","0,0016","negotiate, have dealings,","LSJ, Middle Liddell"
,συκοφαντέω,8,4,5,"80510,09","0,0022",to be a,"LSJ, Middle Liddell"
,τυπόω,27,0,"4,87","80514,96","0,0107","form by impress,","LSJ, Middle Liddell"
,ἐράω,148,0,"4,84","80519,8","0,0134","love,","LSJ, Middle Liddell, Slater"
,ἐράω,148,0,"4,84","80524,63","0,0134","pour forth, vomit,","LSJ, Middle Liddell"
,νεκρός,12,3,"4,83","80529,46","0,0017","corpse,","LSJ, Middle Liddell, Slater, Autenrieth"
,χειρόω,41,0,"4,83","80534,3","0,0057","worst, master, subdue,","LSJ, Middle Liddell"
,στερέω,12,3,"4,83","80539,13","0,0025","deprive, bereave, rob","LSJ, Middle Liddell, Slater, Autenrieth"
1.590,ἄφρων,15,2,"4,83","80543,96","0,0042","senseless,","LSJ, Middle Liddell, Slater, Autenrieth"
,ζῳόω,26,0,"4,83","80548,8","0,0071",fashion into an animal,LSJ
,ὀργαίνω,54,0,"4,83","80553,63","0,014","make angry, enrage,","LSJ, Middle Liddell"
,χωρίζω,9,4,"4,83","80558,46","0,002","separate, divide,","LSJ, Middle Liddell"
,ἄργυρος,17,3,"4,83","80563,3","0,0041","white metal,","LSJ, Middle Liddell, Autenrieth"
,χειρόω,41,0,"4,83","80568,13","0,0057",[unavailable],LSJ
,μεθίημι,12,3,"4,83","80572,96","0,0022","set loose, let go","LSJ, Middle Liddell, Autenrieth"
,δαιμονάω,26,0,"4,83","80577,8","0,004",to be under the power of a,"LSJ, Middle Liddell"
,πλανάω,12,3,"4,83","80582,63","0,0019",cause to wander,"LSJ, Middle Liddell"
,ἀνάγω,51,3,"4,78","80587,41","0,0072",lead up,"LSJ, Middle Liddell, Slater, Autenrieth"
1.600,σκευή,28,0,"4,75","80592,16","0,0085","equipment, attire, apparel","LSJ, Middle Liddell"
,θηράω,32,0,"4,75","80596,91","0,0042","hunt, chase","LSJ, Middle Liddell"
,ἱερός,71,0,"4,7","80601,61","0,0055",filled with,"LSJ, Middle Liddell, Slater"
,σφός,42,0,"4,67","80606,28","0,0081","their, their own, belonging to them","LSJ, Middle Liddell, Slater, Autenrieth"
,μέλω,34,1,"4,67","80610,95","0,0043",to be an object of care,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἔνιοι,18,3,"4,67","80615,61","0,0023",some;,"LSJ, Middle Liddell"
,λάπτω,32,0,"4,67","80620,28","0,0036",Epic. Alex.Adesp.,"LSJ, Middle Liddell, Autenrieth"
,δεινάζω,73,0,"4,67","80624,95","0,0083","to be in straits,",LSJ
,τριτάω,27,0,"4,67","80629,61","0,0044","when three days old,",LSJ
,ἡμερόω,13,3,"4,67","80634,28","0,0028","tame, make tame","LSJ, Middle Liddell, Slater"
1.610,ῥαίω,22,0,"4,67","80638,95","0,0063","break, shiver, shatter","LSJ, Middle Liddell, Slater, Autenrieth"
,προσερέω,24,1,"4,67","80643,61","0,0057","speak to, address, accost","LSJ, Middle Liddell"
,βάλλω,6,4,"4,5","80648,11","0,0007",throw,"LSJ, Middle Liddell, Slater, Autenrieth"
,παράνομος,9,3,"4,5","80652,61","0,0023","lawless, violent","LSJ, Middle Liddell"
,μέρα,18,0,"4,5","80657,11","0,0037",[unavailable],LSJ
,ἀκουστέον,6,4,"4,5","80661,61","0,0037",one must hear,"LSJ, Middle Liddell"
,νομοθέτης,18,0,"4,5","80666,11","0,0051","lawgiver,","LSJ, Middle Liddell"
,καθιστάω,18,0,"4,5","80670,61","0,0033",[unavailable],Middle Liddell
,ὁμῶς,162,0,"4,5","80675,11","0,0118",[unavailable],Slater
,τριάζω,129,0,"4,5","80679,61","0,0187","conquer, vanquish,",LSJ
1.620,νέμω,6,4,"4,5","80684,11","0,0008","deal out, dispense,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἱππών,18,0,"4,5","80688,61","0,0041",place for horses,"LSJ, Middle Liddell"
,καθαίρω,6,4,"4,5","80693,11","0,0013",cleanse,"LSJ, Middle Liddell, Autenrieth"
,ἔσχατος,18,0,"4,5","80697,61","0,0028","farthest, uttermost, extreme,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἐμφύω,6,4,"4,5","80702,11","0,0016",implant,"LSJ, Middle Liddell, Autenrieth"
,μνήμη,6,4,"4,5","80706,61","0,0009","remembrance, memory","LSJ, Middle Liddell"
,ποι,18,0,"4,5","80711,11","0,0045",somewhither,"Middle Liddell, Slater"
,συμφωνέω,6,4,"4,5","80715,61","0,0026","sound together, be in harmony","LSJ, Middle Liddell"
,ἐπίπονος,6,4,"4,5","80720,11","0,0023",painful,"LSJ, Middle Liddell"
,ἐπιτυγχάνω,6,4,"4,5","80724,61","0,0017","hit the mark,","LSJ, Middle Liddell"
1.630,φῆμις,18,0,"4,5","80729,11","0,0026","speech, talk,","LSJ, Middle Liddell, Autenrieth"
,διακονέω,9,3,"4,5","80733,61","0,0035","minister, do service,","LSJ, Middle Liddell"
,διατελέω,6,4,"4,5","80738,11","0,0012","bring quite to an end, accomplish,","LSJ, Middle Liddell"
,τόκος,6,4,"4,5","80742,61","0,0017","childbirth, parturition,","LSJ, Middle Liddell, Slater, Autenrieth"
,τρία,129,0,"4,5","80747,11","0,0187","three,",LSJ
,ὁμῶς,162,0,"4,5","80751,61","0,0118","equally, likewise, alike,","LSJ, Middle Liddell, Autenrieth"
,μηδαμῇ,18,0,"4,5","80756,11","0,0101",[unavailable],LSJ
,εἰλικρινής,6,4,"4,5","80760,61","0,0029","unmixed, without alloy, pure","LSJ, Middle Liddell"
,χαρίζομαι,18,0,"4,5","80765,11","0,0023",to say,"Middle Liddell, Slater, Autenrieth"
,ἀχρηστόω,28,0,"4,5","80769,61","0,0109","make useless,",LSJ
1.640,ὅμως,162,0,"4,5","80774,11","0,0118","all the same, nevertheless, notwithstanding, still","Middle Liddell, Slater"
,τριάξω,129,0,"4,5","80778,61","0,0187",to vanquish,Middle Liddell
,ἀμέλεια,6,4,"4,5","80783,11","0,0028","indifference, negligence",Middle Liddell
,ὅμως,162,0,"4,5","80787,61","0,0118","all the same, nevertheless,","LSJ, Autenrieth"
,διάφορος,6,4,"4,5","80792,11","0,0011","different, unlike,","LSJ, Middle Liddell"
,μηχανάομαι,6,4,"4,5","80796,61","0,0013","make by art, construct, build","LSJ, Middle Liddell"
,τίσις,72,0,"4,5","80801,11","0,0114",apa-citis,"LSJ, Middle Liddell, Autenrieth"
,μεταβολεύς,18,0,"4,5","80805,61","0,0038",one who exchanges,LSJ
,ποῖ,18,0,"4,5","80810,11","0,0045",whither?,"LSJ, Middle Liddell"
,γενναιάζω,18,0,"4,5","80814,61","0,0054",to be brave,LSJ
1.650,εὐχή,9,3,"4,5","80819,11","0,0021",prayer,"LSJ, Middle Liddell, Autenrieth"
,ἀσθένεια,6,4,"4,5","80823,61","0,0014","want of strength, weakness,","LSJ, Middle Liddell"
,πεινάω,25,1,"4,5","80828,11","0,0091",to be hungry,"LSJ, Middle Liddell, Autenrieth"
,λήγω,6,4,"4,5","80832,61","0,0013","stay, abate","LSJ, Middle Liddell, Slater, Autenrieth"
,ζήτησις,15,1,"4,5","80837,11","0,0047","seeking, search for","LSJ, Middle Liddell"
,ἄστρον,6,4,"4,5","80841,61","0,0018","the stars,","LSJ, Middle Liddell, Slater, Autenrieth"
,θυσιάζω,38,0,"4,4","80846,01","0,007",sacrifice,"LSJ, Middle Liddell"
,σοῦ,110,0,"4,4","80850,41","0,012",[unavailable],LSJ
,σοῦ,110,0,"4,4","80854,81","0,012",shoo! shoo!,"LSJ, Middle Liddell"
,σεύω,110,0,"4,4","80859,21","0,0112","put in quick motion, drive","LSJ, Middle Liddell, Autenrieth"
1.660,κυνάω,84,0,"4,38","80863,6","0,016",play the Cynic,"LSJ, Middle Liddell"
,δορυφορέω,15,3,"4,33","80867,93","0,0049","attend as a body-guard,","LSJ, Middle Liddell"
,ἄστυ,7,4,"4,33","80872,26","0,0014","town,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἐξουσία,24,0,"4,33","80876,6","0,0057","power, authority","LSJ, Middle Liddell"
,καταλαμβάνω,7,4,"4,33","80880,93","0,0009","seize, lay hold of","LSJ, Middle Liddell, Slater"
,βοηθός,7,4,"4,33","80885,26","0,0022","assisting, auxiliary",Middle Liddell
,ἀπεχθάνομαι,10,3,"4,33","80889,6","0,0034","to be hated, incur hatred,","LSJ, Middle Liddell, Slater, Autenrieth"
,ὠνέομαι,7,4,"4,33","80893,93","0,0016","buy, purchase,","LSJ, Middle Liddell"
,ἐξουσιάζω,24,0,"4,33","80898,26","0,0057","exercise authority,","LSJ, Middle Liddell"
,μονή,36,0,"4,33","80902,6","0,0031","abiding, tarrying","LSJ, Middle Liddell"
1.670,τροφός,10,3,"4,33","80906,93","0,0034","feeder, rearer,","LSJ, Middle Liddell, Slater, Autenrieth"
,πούς,13,2,"4,33","80911,26","0,0012","foot,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἀναιρέω,7,4,"4,33","80915,6","0,0007","take up,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἁμαρτέω,19,0,"4,33","80919,93","0,0039","attend, accompany,","LSJ, Autenrieth"
,ἔξω,39,0,"4,33","80924,26","0,0041",out,"LSJ, Middle Liddell, Slater, Autenrieth"
,ὁρατής,29,0,"4,33","80928,6","0,0102","beholder,",LSJ
,θειάζω,56,0,"4,33","80932,92","0,0105","to be inspired, frenzied","LSJ, Middle Liddell"
,εἴδομαι,39,0,"4,3","80937,22","0,0062","are visible, appear","Middle Liddell, Slater, Autenrieth"
,μονόω,17,1,"4,25","80941,47","0,0016",make single,"LSJ, Middle Liddell, Autenrieth"
,ἑνάς,68,0,"4,25","80945,72","0,0065",unit,LSJ
1.680,Ἆπις,105,0,"4,2","80949,92","0,0065",Apis,Middle Liddell
,Ἀπις,105,0,"4,2","80954,12","0,0066","Apis,",LSJ
,ὗς,41,0,"4,2","80958,32","0,0031","the wild swine,","LSJ, Middle Liddell, Slater, Autenrieth"
,οἰόομαι,86,0,"4,2","80962,52","0,031","to be left alone, forsaken,","LSJ, Middle Liddell"
,ἄπαις,105,0,"4,2","80966,72","0,0061","childless,","LSJ, Middle Liddell"
,ὗς,41,0,"4,2","80970,92","0,0031","whither,",LSJ
,ἄπιος,105,0,"4,2","80975,12","0,0054","far away, far off, distant,","LSJ, Middle Liddell, Autenrieth"
,λοιπάζω,30,0,"4,17","80979,29","0,0048","leave,",LSJ
,ἐντίθημι,11,3,"4,17","80983,46","0,0021",put in,"LSJ, Middle Liddell, Slater, Autenrieth"
,μέτειμι,13,3,"4,17","80987,62","0,0016","sum), to be among","LSJ, Middle Liddell, Autenrieth"
1.690,πάλλω,92,0,"4,1","80991,72","0,0079","poise, sway","LSJ, Middle Liddell, Slater, Autenrieth"
,δεινόω,92,0,"4,08","80995,81","0,0143","make terrible: exaggerate,","LSJ, Middle Liddell"
,πρόσειμι,27,2,"4,08","80999,89","0,0013",sum,"LSJ, Middle Liddell"
,ἀρχαῖος,4,4,4,"81003,89","0,0007",from the beginning,"LSJ, Middle Liddell, Slater"
,πολυπραγμονέω,4,4,4,"81007,89","0,0013","to be busy about many things,","LSJ, Middle Liddell"
,προσάγω,4,4,4,"81011,89","0,0005",bring to,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἀμφισβήτησις,13,1,4,"81015,89","0,0064","dispute, controversy,","LSJ, Middle Liddell"
,ἔχθρη,36,0,4,"81019,89","0,0061","hatred, enmity",Middle Liddell
,ταραχή,4,4,4,"81023,89","0,0009",disorder,"LSJ, Middle Liddell"
,εὐνομέομαι,4,4,4,"81027,89","0,0024","have good laws, be well-ordered","LSJ, Middle Liddell"
1.700,δακτύλιος,16,0,4,"81031,89","0,0062","ring, signet,","LSJ, Middle Liddell"
,ἀκόλαστος,4,4,4,"81035,89","0,0011","undisciplined, unbridled","LSJ, Middle Liddell"
,σκιάω,50,0,4,"81039,89","0,0119","overshadow, make shady","LSJ, Middle Liddell, Autenrieth"
,δριμύς,4,4,4,"81043,89","0,0015","piercing, sharp, keen,","LSJ, Middle Liddell, Autenrieth"
,ἀντιτείνω,4,4,4,"81047,89","0,0019","stretch, strain back,","LSJ, Middle Liddell, Slater"
,ἀπαιδευσία,4,4,4,"81051,89","0,0022","want of education,","LSJ, Middle Liddell"
,σφέτερος,4,4,4,"81055,89","0,0014","their own, their","LSJ, Middle Liddell, Slater, Autenrieth"
,ἐπιδείκνυμι,4,4,4,"81059,89","0,0005",exhibit as a specimen,"LSJ, Middle Liddell, Slater"
,πραγματεύομαι,4,4,4,"81063,89","0,0015","busy oneself, take trouble,","LSJ, Middle Liddell"
,προσοιστέος,4,4,4,"81067,89","0,0029",to be added to,"LSJ, Middle Liddell"
1.710,ἁπλόω,26,0,4,"81071,89","0,0046","make single, unfold, spread out,","LSJ, Middle Liddell"
,ἐμμελής,4,4,4,"81075,89","0,0013","in tune, harmonious","LSJ, Middle Liddell"
,παραπλήσιος,13,1,4,"81079,89","0,003",coming alongside of,"LSJ, Middle Liddell"
,ὑπόδημα,4,4,4,"81083,89","0,0015","sole bound under the foot with straps, sandal,","LSJ, Middle Liddell, Autenrieth"
,εὔπορος,4,4,4,"81087,89","0,0012",easy to pass,"LSJ, Middle Liddell"
,ἀναίτιος,4,4,4,"81091,89","0,0016",not being the fault,"LSJ, Middle Liddell, Autenrieth"
,κοινωνός,10,2,4,"81095,89","0,0031","companion, partner","LSJ, Middle Liddell"
,μεθύω,4,4,4,"81099,89","0,0011",to be drunken with wine,"LSJ, Middle Liddell, Slater, Autenrieth"
,χορδή,4,4,4,"81103,89","0,0018","guts, tripe,","LSJ, Middle Liddell, Autenrieth"
,χρήστης,16,0,4,"81107,89","0,0032",one who gives,"LSJ, Middle Liddell"
1.720,τοσόσδε,4,4,4,"81111,89","0,0013",sufficient,"LSJ, Middle Liddell, Autenrieth"
,ἐπεξέρχομαι,4,4,4,"81115,89","0,0014","march out, make a sally,","LSJ, Middle Liddell"
,σκιάζω,50,0,4,"81119,89","0,0114","overshadow, shade, darken","LSJ, Middle Liddell, Slater, Autenrieth"
,θρῆνος,7,3,4,"81123,89","0,0023","dirge, lament","LSJ, Middle Liddell, Slater, Autenrieth"
,ἀνομοιόω,13,1,4,"81127,89","0,0069",make unlike,"LSJ, Middle Liddell"
,συνόχωκα,7,3,4,"81131,89","0,0012",to be,"LSJ, Middle Liddell"
,ἄτρακτος,4,4,4,"81135,89","0,0025","spindle,","LSJ, Middle Liddell"
,ἐπιλείπω,4,4,4,"81139,89","0,0013",leave behind,"LSJ, Middle Liddell"
,διαβάλλω,4,4,4,"81143,89","0,0008",throw,"LSJ, Middle Liddell"
,οἰκοδομικός,4,4,4,"81147,89","0,003","skilled in building,","LSJ, Middle Liddell"
1.730,νεανίης,4,4,4,"81151,89","0,0011","a young man, youth",Middle Liddell
,ἀπειθέω,4,4,4,"81155,89","0,0014","to be disobedient, refuse compliance,","LSJ, Middle Liddell"
,ἄπληστος,4,4,4,"81159,89","0,0017","insatiate, greedy,","LSJ, Middle Liddell"
,μήτοι,4,4,4,"81163,89","0,0032","at least not, R.","LSJ, Middle Liddell"
,χρονόω,16,0,4,"81167,89","0,0018","make temporal,",LSJ
,ἀμβλυώσσω,4,4,4,"81171,89","0,0029","to be short-sighted, have weak sight,","LSJ, Middle Liddell"
,νοσήμη,16,0,4,"81175,89","0,0068",[unavailable],LSJ
,κακουργία,4,4,4,"81179,89","0,0021","wickedness, villainy, malice","LSJ, Middle Liddell"
,κατηγορέω,4,4,4,"81183,89","0,0006",speak against,"LSJ, Middle Liddell"
,πορίζω,4,4,4,"81187,89","0,001","carry, bring,","LSJ, Middle Liddell"
1.740,ἀναμάρτητος,4,4,4,"81191,89","0,002","making no mistake, unerring,","LSJ, Middle Liddell"
,συλλέγω,4,4,4,"81195,89","0,001","bring together, collect, gather","LSJ, Middle Liddell, Autenrieth"
,εἰσέρχομαι,4,4,4,"81199,89","0,0006",go in,"LSJ, Middle Liddell, Autenrieth"
,κῦμα,10,2,4,"81203,89","0,0025",anything swollen,"LSJ, Middle Liddell, Slater, Autenrieth"
,φορτικός,4,4,4,"81207,89","0,0013","fit for carrying,","LSJ, Middle Liddell"
,ῥυθμόω,16,0,4,"81211,89","0,0067",shape,LSJ
,παρακατατίθεμαι,4,4,4,"81215,89","0,0018",to deposit one's own property with,Middle Liddell
,καταφαίνω,10,2,4,"81219,89","0,0029","declare, make known","LSJ, Middle Liddell, Slater"
,ἀποπίμπλημι,4,4,4,"81223,89","0,0027",fill up,"LSJ, Middle Liddell"
,παρίστημι,4,4,4,"81227,89","0,0004","cause to stand, place beside","LSJ, Middle Liddell, Autenrieth"
1.750,φείδομαι,4,4,4,"81231,89","0,0008",spare,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἀντέχω,4,4,4,"81235,89","0,0009","hold against,","LSJ, Middle Liddell, Slater, Autenrieth"
,τοῖος,4,4,4,"81239,89","0,0017","such, such-like,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἐξηγέομαι,7,3,4,"81243,89","0,002","to be leader of,","LSJ, Middle Liddell, Autenrieth"
,τραγῳδοποιός,4,4,4,"81247,89","0,0027","tragic poet,","LSJ, Middle Liddell"
,περιμάχητος,4,4,4,"81251,89","0,0021","fought about, fought for","LSJ, Middle Liddell"
,προπολεμέω,4,4,4,"81255,89","0,0025",make war for,"LSJ, Middle Liddell"
,ἀλαζών,4,4,4,"81259,89","0,0016","wanderer about country, vagrant","LSJ, Middle Liddell"
,ἐξεργάζομαι,4,4,4,"81263,89","0,0011","work out, bring to completion,","LSJ, Middle Liddell"
,ὠθέω,4,4,4,"81267,89","0,0008","thrust, push,","LSJ, Middle Liddell, Slater, Autenrieth"
1.760,δίειμι,4,4,4,"81271,89","0,0016","go to and fro, roam about,","LSJ, Middle Liddell"
,σωτήρ,4,4,4,"81275,89","0,0011","saviour, deliverer","LSJ, Middle Liddell, Slater"
,ἔμπορος,4,4,4,"81279,89","0,0013",one who goes on ship-board as a passenger,"LSJ, Middle Liddell, Autenrieth"
,πανταχῆ,4,4,4,"81283,89","0,0016",everywhere,"LSJ, Middle Liddell"
,ἀστασίαστος,4,4,4,"81287,89","0,0026","not torn by faction,","LSJ, Middle Liddell"
